market_name,addr,business_week,context,ValidDate,Lontitude,Latitude,case_code,last_edited_date,type,badge_code,business_hours,business_hours_end
香豪佳食品有限公司,臺中市大里區大元里大衛路49號1、2樓,"星期一,星期二,星期三,星期四,星期五",專營學生營養午餐,2023-11-18,120.680618,24.09496,2020110400017,"2021-01-15 02:10:49",工廠與製造,D000056,10:00,18:31
謝家記食品行總門市部,苗栗縣竹南鎮照南里自由街四八號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","臺灣聞名老字號謝家記食品行，創立至今已邁向第44個年頭,除了純手工用心獨到的配方，慢工出細活的豚肉製食品更是延續了相傳四十四年老店的好味道。從肉品的挑選嚴格把關，精選CAS合格認證的新鮮溫體上等豬黑肉，烘製而成各類黑豚肉製品，長久以來持續堅持，不使用早上超過六點的黑豚肉，只有最新鮮的溫體豚肉，才能製作出最好的豚肉食品，就是這份對於品質的堅持，「謝家記」的名聲就是品質的保證。",2023-11-17,120.878311,24.68774,2020110400018,"2021-01-15 02:10:49",販售,A000023,07:00,21:30
謝家記食品行,苗栗縣竹南鎮新市場內148號,"星期二,星期三,星期四,星期五,星期六,星期日","臺灣聞名老字號謝家記食品行，創立至今已邁向第44個年頭,除了純手工用心獨到的配方，慢工出細活的豚肉製食品更是延續了相傳四十四年老店的好味道。從肉品的挑選嚴格把關，精選CAS合格認證的新鮮溫體上等豬黑肉，烘製而成各類黑豚肉製品，長久以來持續堅持，不使用早上超過六點的黑豚肉，只有最新鮮的溫體豚肉，才能製作出最好的豚肉食品，就是這份對於品質的堅持，「謝家記」的名聲就是品質的保證。",2023-11-19,120.873794,24.681255,2020110400020,"2021-01-15 02:10:49",工廠與製造,A000094,07:00,00:00
翔昇肉品商行,桃園市平鎮區雙連里陸光路14巷49弄6號,"星期二,星期三,星期四,星期五,星期六,星期日",專賣國產溫體豬肉,2023-11-17,121.186246,24.954834,2020110400021,"2021-01-15 02:10:49",販售,D000053,12:00,08:00
超吉飯桶,臺中市南屯區三和里黎明路二段299號,"星期一,星期二,星期三,星期四,星期五,星期六",,2023-11-13,120.635444,24.149023,2020110400023,"2021-01-15 02:10:49",販售,D000019,22:00,19:30
昶瑞食品有限公司新竹廠,新竹市埔前里牛埔南路169之3號,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-14,120.933758,24.79541,2020110400024,"2021-01-15 02:10:49",工廠與製造,C000021,04:30,00:35
陳家前金肉燥飯,高雄市前金區大同二路26號,"星期一,星期二,星期三,星期四,星期五,星期六","我們的肉燥飯是精選台灣豬背肉手工切丁，經過14-16小時慢火熬煮，再搭配限量手工虱目魚鬆，其中魚鬆是用新鮮虱目魚柳揉製後小火慢炒而成，製作過程完全不加豆粉，這就是我們傳承三代堅持的好味道。
老顧客一定會再點上一盤黃金鴨蛋包及油豆腐。就是別處吃不到的古早味喔！
",2023-11-18,120.295368,22.627251,2020110400026,"2021-01-15 02:10:49",餐飲,D000059,19:00,17:30
寶村豐肉品專賣店,彰化縣北斗鎮復興路512號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-20,120.52137,23.881464,2020110500001,"2021-01-15 02:10:49",販售,D000121,07:30,18:00
高野大飯店股份有限公司花蓮分公司,花蓮縣花蓮市中華路302號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-13,121.598228,23.97509,2020110500002,"2021-01-15 02:10:49",餐飲,D000018,08:00,21:00
唯豐商業有限公司,新北市深坑區萬福里北深路三段270巷12號4樓之2,"星期一,星期二,星期三,星期四,星期五",,2023-11-28,121.599369,25.005554,2020110500003,"2021-01-15 02:10:49",工廠與製造,C000178,09:30,18:00
新力香食品有限公司,新北市三峽區介壽里介壽路一段三三八巷一二號,"星期一,星期二,星期三,星期四,星期五",肉鬆加工廠，品牌「媽媽的廚房」,2023-11-13,121.381309,24.929669,2020110500004,"2021-01-15 02:10:49",工廠與製造,C000017,08:00,05:00
新力香食品有限公司二廠,新北市三峽區介壽里介壽路一段318巷17號1樓,"星期一,星期二,星期三,星期四,星期五",肉鬆加工廠，品牌「媽媽的廚房」,2023-11-13,121.381148,24.929324,2020110500005,"2021-01-15 02:10:49",工廠與製造,C000015,08:00,05:00
雙翼食品有限公司,新北市樹林區忠愛街3號2樓,"星期一,星期二,星期三,星期四,星期五",雙翼食品專營新北市校園午餐，直送產品到學校，堅持使用優質台灣豬，現場不對外營業。,2023-11-19,121.409304,25.015678,2020110500006,"2021-01-15 02:10:49",販售,D000076,08:30,16:30
普吉島快餐店,新竹市東區復中里民生路二二０號一樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","位於民生路旁,產品為快餐便當,雞.豬.牛.魚都都有.
包含有傳統口味的香酥排骨.脆皮雞腿.鹽酥雞丁.梅干扣肉..等等
及快炒類的蔥爆牛肉.宮保雞丁.糖醋雞丁...等等
經濟實惠,是您中晚餐最好得選擇.
內用.外帶.外送.皆可
除春節年假.每日均有營業喔!
",2023-11-18,120.975813,24.811955,2020110500008,"2021-01-15 02:10:49",餐飲,B000031,10:30,20:00
元味香肉脯店,苗栗縣銅鑼鄉銅鑼市場36號,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-18,120.77545,24.478311,2020110500009,"2021-01-15 02:10:49",販售,B000037,06:00,11:00
東門御園坊-SOGO復興店,臺北市大安區忠孝東路三段300號B3F,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-20,121.543057,25.041212,2020110500010,"2021-01-15 02:10:49",販售,D000116,10:00,22:00
東門御園坊-新光三越A4店,臺北市信義區松高路19號B2F,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-20,121.566667,25.039359,2020110500011,"2021-01-15 02:10:49",販售,D000117,10:00,22:00
東門御園坊-板橋大遠百店,新北市板橋區新站路28號B1F,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-20,121.466628,25.013676,2020110500012,"2021-01-15 02:10:49",販售,D000118,10:00,22:00
一個人的鍋,臺南市善化區光文里中山路２２９－１號,"星期一,星期二,星期三,星期四,星期五,星期六",使用國產肉攤平價個人式小火鍋,2023-11-13,120.298478,23.132287,2020110500013,"2021-01-15 02:10:49",餐飲,D000017,17:00,20:00
御園坊,臺北市中正區信義路2段79巷13號（東門市場外攤）,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-17,121.526858,25.035076,2020110500014,"2021-01-15 02:10:49",販售,D000036,08:00,16:00
萬興肉品商行,屏東縣屏東市大連里豐年街５３巷２０號一樓,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-13,120.507464,22.676582,2020110500015,"2021-01-15 02:10:49",販售,B000013,00:00,10:00
竹香園甕缸雞-創始店,臺南市白河區關嶺里關子嶺46之3號,"星期一,星期三,星期四,星期五,星期六,星期日","「竹香園甕缸雞」-創始店，創立於2003年，堅持本味，用美食暖味每個到來關嶺的顧客。
全台獨家首創手剝甕缸雞，招牌甕缸雞，以嚴選優質黑羽毛土雞，獨家料理配方，搭配筍乾、梅乾菜為基底烘烤出爐的雞肉以原汁原味方式呈現。皮酥肉嫩的垂涎滋味，再淋上香純的雞油拌飯，口味絕佳。
另有各式雞肉料理與山產野菜，滿足顧客味覺饗宴。在團隊努力下，借由地方食材匯出獨道風味，肅立美食品牌的專業口碑",2023-11-10,120.503308,23.335342,2020110500018,"2021-01-15 02:10:49",餐飲,B000005,10:00,21:00
竹香園甕缸雞-嘉義店,嘉義縣中埔鄉富收村頂中下街81-5號,"星期一,星期三,星期四,星期五,星期六,星期日","「竹香園甕缸雞」-嘉義店，堅持本味，往來嘉義阿里山路途上，用美食暖味每個到來顧客。
全台獨家首創手剝甕缸雞，招牌甕缸雞，以嚴選優質黑羽毛土雞，獨家料理配方，搭配筍乾、梅乾菜為基底烘烤出爐的雞肉以原汁原味方式呈現。皮酥肉嫩的垂涎滋味，再淋上香純的雞油拌飯，口味絕佳。
另有各式雞肉料理與山產野菜，滿足顧客味覺饗宴。在團隊努力下，借由地方食材匯出獨道風味，肅立美食品牌的專業口碑。",2023-11-10,120.487799,23.449871,2020110500019,"2021-01-15 02:10:49",餐飲,B000006,11:00,21:00
上海火腿食品有限公司,臺北市中正區南海路2巷14號(1樓),"星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-17,121.518016,25.031912,2020110500020,"2021-01-15 02:10:49",販售,B000022,08:00,18:30
石磊之鄉水煎包,桃園市桃園區龍壽里龍壽街56之2號1樓,"星期一,星期二,星期三,星期四,星期五,星期六",專賣國產高麗菜水煎包與飲品,2023-11-17,121.26929,24.979279,2020110500024,"2021-01-15 02:10:49",餐飲,D000037,06:00,19:00
四海遊龍食品股份有限公司景安門市,新北市中和區景安路131號(1樓),"星期一,星期二,星期三,星期四,星期五,星期六,星期日",四海遊龍集團,2023-11-17,121.505767,24.995949,2020110600001,"2021-01-15 02:10:49",餐飲,A000028,10:00,22:00
廣香居食品行,彰化縣和美鎮中正路57號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",貢丸香腸豬肉類製品,2023-11-17,120.496606,24.112383,2020110600002,"2021-01-15 02:10:49",販售,D000039,04:30,20:00
丸雨食品,南投縣南投市三興里集賢路127號,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-17,120.68256,23.903641,2020110600003,"2021-01-15 02:10:49",販售,D000041,09:00,18:00
海瑞食品有限公司,新竹市埔前里牛埔東路五六八巷一七號,"星期二,星期三,星期四,星期五,星期六",,2023-11-13,120.933739,24.793968,2020110600004,"2021-01-15 02:10:49",工廠與製造,B000019,06:00,15:00
陳石城,臺中市沙鹿區中正街56號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","提到沙鹿的陳石城，在地人想到的不只有那撲鼻而來的燻製肉香，更有那段艱苦的時光裡，台灣人毫不畏懼往前生存的精神意涵。
創辦人陳石城，自幼即在肉脯商鋪學藝，從扛扁擔四處賣肉乾、到數年後發展成為店鋪的日子，始終依循古法，以古老的炭燒窯灶敘說一個堅持的故事。",2023-11-18,120.559178,24.236578,2020110600005,"2021-01-15 02:10:49",販售,B000033,08:10,21:10
聯盛豬肉行,桃園市新屋區中山路370號(公有市場店鋪2號),"星期二,星期三,星期四,星期五,星期六,星期日",每天現宰新鮮豬肉,2023-11-11,121.104198,24.972874,2020110600006,"2021-01-15 02:10:49",販售,D000012,04:00,10:00
今元肉品股份有限公司,彰化縣溪湖鎮河東里濱河街７７號,"星期一,星期二,星期三,星期四,星期五,星期六",,2023-11-13,120.452001,23.954901,2020110600007,"2021-01-15 02:10:49",工廠與製造,D000014,23:00,06:00
華品摃丸新竹總店,新竹市東區南大路626號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-10,120.962852,24.793438,2020110600009,"2021-01-15 02:10:49",販售,C000005,21:00,20:00
花月嵐-高雄夢時代(時祿旺餐飲股份有限公司),高雄市前鎮區中華五路789號B1,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",花月嵐研發中心的拉麵職人們賭上名譽的作品，絞盡腦汁研發出心目中的夢幻拉麵與新創意，每3個月以期間限定的方式推出。目前已有超過十餘種口味，每一款都是獨具特色的限定美味，這不但是花月迷們每季期待的最新消息，廣受客人們喜愛的限定拉麵甚至也會因應大眾要求而成為固定菜單。,2023-11-13,120.30819,22.595526,2020110600010,"2021-01-15 02:10:49",餐飲,A000001,11:00,22:30
永兆豐股份有限公司三重廠,新北市三重區永發里中正北路193巷21弄39號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-13,121.478588,25.07091,2020110600012,"2021-01-15 02:10:49",工廠與製造,D000015,08:30,18:00
宏佳肉店,臺北市松山區八德路三段106巷27號,"星期二,星期三,星期四,星期五,星期六,星期日","販售生鮮豬肉 ",2023-11-19,121.554222,25.047034,2020110600013,"2021-01-15 02:10:49",販售,B000054,06:00,13:00
宜春食品行,桃園市中壢區復華街322巷21號1樓,"星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-14,121.249025,24.97696,2020110600016,"2021-01-15 02:10:49",工廠與製造,A000017,06:00,00:00
蔡清豐米糕店,臺中市沙鹿區光華路341號,"星期一,星期二,星期四,星期五,星期六,星期日","本店主要販售項目,筒仔米糕,麵食類為主.",2023-11-19,120.564916,24.242377,2020110700001,"2021-01-15 02:10:49",餐飲,D000073,11:00,07:30
貳叁捌食坊,高雄市三民區遼寧二街238號,"星期二,星期三,星期四,星期五,星期六,星期日","於高雄市三民區市區內一間有機餐廳 提供國產食材與有機蔬果 所製作的餐點 來供客人享用",2023-11-17,120.295884,22.643293,2020110700002,"2021-01-15 02:10:49",餐飲,B000027,11:30,21:00
兩餐高雄店,高雄市新興區中山一路263號1樓,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2023-11-25,120.301911,22.635408,2020110700003,"2021-01-15 02:10:49",餐飲,C000117,11:00,23:00
荃薪有限公司,桃園市中壢區五光一街79號,"星期二,星期三,星期四,星期五,星期六,星期日",本公司專營生鮮豬肉批發買賣，為了提供最健康的產品，我們以最專業的要求，嚴選品質，堅持使用台灣國產豬肉，並秉持「正派經營」原則，產品不僅經過主管機關各項檢核，本公司亦導入HACCP管理流程，追求給予顧客最佳的產品質量。,2023-11-13,121.209186,24.959574,2020110700004,"2021-01-15 02:10:49",販售,C000006,04:00,12:00
冬粉王小吃部,高雄市鹽埕區七賢三路168號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",冬粉王為高雄市鹽埕區知名小吃店，早年由老闆推著攤車一步一腳印打拼而來。目前已有店面經營，主要以販售新鮮豬肉和豬內臟類的各式餐點，並以新鮮大骨熬製的湯頭，湯鮮味美，食材新鮮，是高雄在地推薦的美食!,2023-11-17,120.283075,22.627139,2020110700007,"2021-01-15 02:10:49",餐飲,C000026,09:00,20:00
